Accession	Species	Genus	Family	Molecule_type	Length	Nuc_Completeness	Protein	Country	Host	Collection_Date
YP_053044.1	Human alphaherpesvirus 3	Varicellovirus	Herpesviridae	dsDNA	129	complete	membrane protein UL56		Homo sapiens	
NP_941974.1	Sin Nombre orthohantavirus	Orthohantavirus	Hantaviridae	ssRNA(-)	1140	complete	glycoprotein precursor		Homo sapiens	
NP_941976.1	Sin Nombre orthohantavirus	Orthohantavirus	Hantaviridae	ssRNA(-)	2153	complete	viral RNA polymerase (L protein)		Homo sapiens	
NP_904321.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	13	complete	nsp11-pp1a	Canada	Homo sapiens	
NP_904322.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	500	complete	nsp4	Canada	Homo sapiens	
NP_849175.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	44	complete	hypothetical protein sars7b	Canada	Homo sapiens	
NP_849176.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	39	complete	hypothetical protein sars8a	Canada	Homo sapiens	
NP_849177.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	84	complete	hypothetical protein sars8b	Canada	Homo sapiens	
NP_828860.2	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	180	complete	nsp1	Canada	Homo sapiens	
NP_828861.2	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	638	complete	nsp2	Canada	Homo sapiens	
NP_828862.2	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	1922	complete	nsp3	Canada	Homo sapiens	
NP_828863.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	306	complete	nsp5	Canada	Homo sapiens	
NP_828864.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	290	complete	nsp6	Canada	Homo sapiens	
NP_828865.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	83	complete	nsp7	Canada	Homo sapiens	
NP_828866.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	198	complete	nsp8	Canada	Homo sapiens	
NP_828867.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	113	complete	nsp9	Canada	Homo sapiens	
NP_828868.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	139	complete	nsp10	Canada	Homo sapiens	
NP_828869.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	932	complete	nsp12-pp1ab (RdRp)	Canada	Homo sapiens	
NP_828870.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	601	complete	nsp13	Canada	Homo sapiens	
NP_828871.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	527	complete	nsp14	Canada	Homo sapiens	
NP_828872.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	346	complete	nsp15	Canada	Homo sapiens	
NP_828873.2	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	298	complete	nsp16	Canada	Homo sapiens	
NP_828849.7	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	7073	complete	ORF1ab polyprotein	Canada	Homo sapiens	
NP_828850.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	4382	complete	orf1a polyprotein (pp1a)	Canada	Homo sapiens	
NP_828851.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	1255	complete	E2 glycoprotein precursor	Canada	Homo sapiens	
NP_828852.2	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	274	complete	hypothetical protein sars3a	Canada	Homo sapiens	
NP_828853.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	154	complete	hypothetical protein sars3b	Canada	Homo sapiens	
NP_828854.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	76	complete	protein E	Canada	Homo sapiens	
NP_828855.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	221	complete	matrix protein	Canada	Homo sapiens	
NP_828856.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	63	complete	hypothetical protein sars6	Canada	Homo sapiens	
NP_828857.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	122	complete	hypothetical protein sars7a	Canada	Homo sapiens	
NP_828858.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	422	complete	nucleocapsid protein	Canada	Homo sapiens	
NP_828859.1	SARS-CoV	Betacoronavirus	Coronaviridae	ssRNA(+)	98	complete	hypothetical protein sars9b	Canada	Homo sapiens	
NP_787042.1	Human immunodeficiency virus 1	Lentivirus	Retroviridae	ssRNA-RT	16	complete	p1		Homo sapiens	
NP_787043.1	Human immunodeficiency virus 1	Lentivirus	Retroviridae	ssRNA-RT	56	complete	Gag-Pol Transframe peptide		Homo sapiens	
NP_789739.1	Human immunodeficiency virus 1	Lentivirus	Retroviridae	ssRNA-RT	440	complete	reverse transcriptase p51 subunit		Homo sapiens	
NP_789740.1	Human immunodeficiency virus 1	Lentivirus	Retroviridae	ssRNA-RT	995	complete	Pol		Homo sapiens	
NP_705926.1	Human immunodeficiency virus 1	Lentivirus	Retroviridae	ssRNA-RT	99	complete	retropepsin		Homo sapiens	
NP_705927.1	Human immunodeficiency virus 1	Lentivirus	Retroviridae	ssRNA-RT	560	complete	reverse transcriptase		Homo sapiens	
NP_705928.1	Human immunodeficiency virus 1	Lentivirus	Retroviridae	ssRNA-RT	288	complete	integrase		Homo sapiens	
NP_740435.1	Aichivirus A	Kobuvirus	Picornaviridae	ssRNA(+)	370	complete	VP0		Homo sapiens	
NP_740436.1	Aichivirus A	Kobuvirus	Picornaviridae	ssRNA(+)	224	complete	VP3		Homo sapiens	
NP_740437.1	Aichivirus A	Kobuvirus	Picornaviridae	ssRNA(+)	278	complete	VP1		Homo sapiens	
NP_740438.1	Aichivirus A	Kobuvirus	Picornaviridae	ssRNA(+)	111	complete	2A		Homo sapiens	
NP_740439.1	Aichivirus A	Kobuvirus	Picornaviridae	ssRNA(+)	165	complete	2B		Homo sapiens	
NP_740440.1	Aichivirus A	Kobuvirus	Picornaviridae	ssRNA(+)	335	complete	2C		Homo sapiens	
NP_740441.2	Aichivirus A	Kobuvirus	Picornaviridae	ssRNA(+)	95	complete	3A		Homo sapiens	
NP_740442.2	Aichivirus A	Kobuvirus	Picornaviridae	ssRNA(+)	27	complete	3B		Homo sapiens	
NP_740443.1	Aichivirus A	Kobuvirus	Picornaviridae	ssRNA(+)	190	complete	3C		Homo sapiens	
NP_740444.1	Aichivirus A	Kobuvirus	Picornaviridae	ssRNA(+)	468	complete	3D		Homo sapiens	
NP_663784.1	Human immunodeficiency virus 2	Lentivirus	Retroviridae	ssRNA-RT	1550	complete	gag-pol fusion polyprotein		Homo sapiens	
NP_597817.1	Human betaherpesvirus 6B	Roseolovirus	Herpesviridae	dsDNA	143	complete	G-protein coupled receptor fragment	Zaire	Homo sapiens	
NP_536428.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	246	complete	Chemokine binding protein	Zaire	Homo sapiens	1996
NP_536429.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	348	complete	Crm-B secreted TNF-alpha-receptor-like protein	Zaire	Homo sapiens	1996
NP_536430.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	587	complete	Ankyrin repeat protein (25)	Zaire	Homo sapiens	1996
NP_536431.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	437	complete	Ankyrin repeat protein (39)	Zaire	Homo sapiens	1996
NP_536432.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	64	complete	D2L	Zaire	Homo sapiens	1996
NP_536433.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	142	complete	EGF-like domain protein	Zaire	Homo sapiens	1996
NP_536434.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	83	complete	D4L	Zaire	Homo sapiens	1996
NP_536435.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	242	complete	Zinc finger-like protein (2)	Zaire	Homo sapiens	1996
NP_536436.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	126	complete	Interleukin-18-binding protein	Zaire	Homo sapiens	1996
NP_536437.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	660	complete	Ankyrin repeat protein (2)	Zaire	Homo sapiens	1996
NP_536438.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	64	complete	retroviral pseudoprotease-like protein	Zaire	Homo sapiens	1996
NP_536439.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	630	complete	Ankyrin repeat protein (14)	Zaire	Homo sapiens	1996
NP_536440.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	150	complete	Host range protein	Zaire	Homo sapiens	1996
NP_536441.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	153	complete	Bcl-2-like protein	Zaire	Homo sapiens	1996
NP_536442.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	206	complete	Kelch-like protein (1)	Zaire	Homo sapiens	1996
NP_536443.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	315	complete	C4L/C10L-like family protein	Zaire	Homo sapiens	1996
NP_536444.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	216	complete	Complement control protein (CCP)	Zaire	Homo sapiens	1996
NP_536445.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	105	complete	D15L	Zaire	Homo sapiens	1996
NP_536446.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	77	complete	D16L	Zaire	Homo sapiens	1996
NP_536447.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	98	complete	D17L	Zaire	Homo sapiens	1996
NP_536448.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	107	complete	D18L	Zaire	Homo sapiens	1996
NP_536449.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	214	complete	Bcl-2-like protein	Zaire	Homo sapiens	1996
NP_536450.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	117	complete	Bcl-2-like protein	Zaire	Homo sapiens	1996
NP_536451.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	177	complete	Bcl-2-like protein	Zaire	Homo sapiens	1996
NP_536452.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	442	complete	Ankyrin-like protein (1)	Zaire	Homo sapiens	1996
NP_536453.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	220	complete	NFkB inhibitor	Zaire	Homo sapiens	1996
NP_536454.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	284	complete	Ankyrin-like protein (3)	Zaire	Homo sapiens	1996
NP_536455.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	375	complete	Serpin	Zaire	Homo sapiens	1996
NP_536456.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	43	complete	C3L	Zaire	Homo sapiens	1996
NP_536457.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	424	complete	Phospholipase-D-like protein	Zaire	Homo sapiens	1996
NP_536458.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	276	complete	Putative monoglyceride lipase	Zaire	Homo sapiens	1996
NP_536459.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	149	complete	Bcl-2-like protein	Zaire	Homo sapiens	1996
NP_536460.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	219	complete	Caspase-9 inhibitor	Zaire	Homo sapiens	1996
NP_536461.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	151	complete	dUTPase	Zaire	Homo sapiens	1996
NP_536462.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	487	complete	Kelch-like protein (2)	Zaire	Homo sapiens	1996
NP_536463.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	319	complete	Ribonucleotide reductase small subunit	Zaire	Homo sapiens	1996
NP_536464.2	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	317	complete	Telomere-binding protein I6 (1)	Zaire	Homo sapiens	1996
NP_536465.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	73	complete	CPXV053 protein	Zaire	Homo sapiens	1996
NP_536466.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	74	complete	CPXV054 protein	Zaire	Homo sapiens	1996
NP_536467.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	64	complete	Cytoplasmic protein	Zaire	Homo sapiens	1996
NP_536468.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	212	complete	IMV membrane protein L1R	Zaire	Homo sapiens	1996
NP_536469.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	439	complete	Serine/threonine-protein kinase	Zaire	Homo sapiens	1996
NP_536470.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	354	complete	Protein F11	Zaire	Homo sapiens	1996
NP_536471.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	635	complete	EEV maturation protein	Zaire	Homo sapiens	1996
NP_536472.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	372	complete	Palmytilated EEV membrane protein	Zaire	Homo sapiens	1996
NP_536473.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	73	complete	Protein F14 (1)	Zaire	Homo sapiens	1996
NP_536474.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	158	complete	Protein F15	Zaire	Homo sapiens	1996
NP_536475.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	231	complete	Protein F16 (1)	Zaire	Homo sapiens	1996
NP_536476.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	101	complete	DNA-binding phosphoprotein (1)	Zaire	Homo sapiens	1996
NP_536477.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	479	complete	Poly(A) polymerase catalytic subunit (3)	Zaire	Homo sapiens	1996
NP_536478.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	737	complete	Iev morphogenesis protein	Zaire	Homo sapiens	1996
NP_536479.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	153	complete	Double-stranded RNA binding protein	Zaire	Homo sapiens	1996
NP_536480.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	259	complete	DNA-directed RNA polymerase 30 kDa polypeptide	Zaire	Homo sapiens	1996
NP_536481.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	567	complete	IMV membrane protein E6	Zaire	Homo sapiens	1996
NP_536482.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	166	complete	Myristoylated protein E7	Zaire	Homo sapiens	1996
NP_536483.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	273	complete	Membrane protein E8	Zaire	Homo sapiens	1996
NP_536484.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	1006	complete	DNA polymerase (2)	Zaire	Homo sapiens	1996
NP_536485.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	95	complete	Sulfhydryl oxidase	Zaire	Homo sapiens	1996
NP_536486.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	129	complete	Virion core protein E11	Zaire	Homo sapiens	1996
NP_536487.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	665	complete	Iev morphogenesis protein	Zaire	Homo sapiens	1996
NP_536488.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	108	complete	Glutaredoxin-1	Zaire	Homo sapiens	1996
NP_536489.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	312	complete	Telomere-binding protein I1	Zaire	Homo sapiens	1996
NP_536490.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	73	complete	IMV membrane protein I2	Zaire	Homo sapiens	1996
NP_536491.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	269	complete	DNA-binding phosphoprotein (2)	Zaire	Homo sapiens	1996
NP_536492.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	771	complete	Ribonucleoside-diphosphate reductase (2)	Zaire	Homo sapiens	1996
NP_536493.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	79	complete	IMV membrane protein I5	Zaire	Homo sapiens	1996
NP_536494.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	382	complete	Telomere-binding protein	Zaire	Homo sapiens	1996
NP_536495.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	423	complete	Viral core cysteine proteinase	Zaire	Homo sapiens	1996
NP_536496.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	676	complete	RNA helicase NPH-II (2)	Zaire	Homo sapiens	1996
NP_536497.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	591	complete	Metalloendopeptidase	Zaire	Homo sapiens	1996
NP_536498.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	111	complete	Entry/fusion complex component	Zaire	Homo sapiens	1996
NP_536499.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	220	complete	Late transcription elongation factor	Zaire	Homo sapiens	1996
NP_536500.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	124	complete	Glutaredoxin-2	Zaire	Homo sapiens	1996
NP_536501.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	434	complete	FEN1-like nuclease	Zaire	Homo sapiens	1996
NP_536502.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	63	complete	DNA-directed RNA polymerase 7 kDa subunit	Zaire	Homo sapiens	1996
NP_536503.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	165	complete	Nlpc/p60 superfamily protein	Zaire	Homo sapiens	1996
NP_536504.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	371	complete	Assembly protein G7	Zaire	Homo sapiens	1996
NP_536505.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	260	complete	Late transcription factor VLTF-1	Zaire	Homo sapiens	1996
NP_536506.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	340	complete	Myristylated protein	Zaire	Homo sapiens	1996
NP_536507.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	250	complete	IMV membrane protein L1R	Zaire	Homo sapiens	1996
NP_536508.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	92	complete	Crescent membrane and immature virion formation protein	Zaire	Homo sapiens	1996
NP_536509.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	344	complete	Internal virion L3/FP4 protein	Zaire	Homo sapiens	1996
NP_536510.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	251	complete	Nucleic acid binding protein VP8/L4R	Zaire	Homo sapiens	1996
NP_536511.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	128	complete	Membrane protein CL5	Zaire	Homo sapiens	1996
NP_536512.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	152	complete	IMV membrane protein J1	Zaire	Homo sapiens	1996
NP_536513.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	177	complete	Thymidine kinase	Zaire	Homo sapiens	1996
NP_536514.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	333	complete	Cap-specific mRNA	Zaire	Homo sapiens	1996
NP_536515.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	185	complete	DNA-directed RNA polymerase subunit	Zaire	Homo sapiens	1996
NP_536516.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	133	complete	Myristylated protein	Zaire	Homo sapiens	1996
NP_536517.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	1286	complete	DNA-dependent RNA polymerase subunit rpo147	Zaire	Homo sapiens	1996
NP_536518.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	171	complete	Tyr/ser protein phosphatase	Zaire	Homo sapiens	1996
NP_536519.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	189	complete	Entry-fusion complex essential component	Zaire	Homo sapiens	1996
NP_536520.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	324	complete	IMV heparin binding surface protein	Zaire	Homo sapiens	1996
NP_536521.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	795	complete	RNA polymerase-associated transcription-specificity factor RAP94	Zaire	Homo sapiens	1996
NP_536522.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	213	complete	Late transcription factor VLTF-4 (1)	Zaire	Homo sapiens	1996
NP_536523.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	314	complete	DNA topoisomerase type I	Zaire	Homo sapiens	1996
NP_536524.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	146	complete	Late protein H7	Zaire	Homo sapiens	1996
NP_536525.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	845	complete	mRNA capping enzyme large subunit	Zaire	Homo sapiens	1996
NP_536526.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	146	complete	Virion protein D2	Zaire	Homo sapiens	1996
NP_536527.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	233	complete	Virion core protein D3	Zaire	Homo sapiens	1996
NP_536528.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	218	complete	Uracil DNA glycosylase superfamily	Zaire	Homo sapiens	1996
NP_536529.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	785	complete	NTPase (1)	Zaire	Homo sapiens	1996
NP_536530.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	637	complete	Early transcription factor 70 kDa subunit	Zaire	Homo sapiens	1996
NP_536531.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	161	complete	RNA polymerase subunit RPO18	Zaire	Homo sapiens	1996
NP_536532.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	304	complete	Carbonic anhydrase	Zaire	Homo sapiens	1996
NP_536533.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	213	complete	NUDIX domain protein	Zaire	Homo sapiens	1996
NP_536534.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	248	complete	MutT motif protein	Zaire	Homo sapiens	1996
NP_536535.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	631	complete	Nucleoside triphosphatase I	Zaire	Homo sapiens	1996
NP_536536.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	287	complete	mRNA capping enzyme small subunit	Zaire	Homo sapiens	1996
NP_536537.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	551	complete	Rifampicin resistance protein	Zaire	Homo sapiens	1996
NP_536538.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	150	complete	Late transcription factor VLTF-2 (2)	Zaire	Homo sapiens	1996
NP_536539.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	224	complete	Late transcription factor VLTF-3 (1)	Zaire	Homo sapiens	1996
NP_536540.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	77	complete	S-S bond formation pathway protein	Zaire	Homo sapiens	1996
NP_536541.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	644	complete	Virion core protein P4b	Zaire	Homo sapiens	1996
NP_536542.1	Monkeypox virus	Orthopoxvirus	Poxviridae	dsDNA	281	complete	A5L protein-like	Zaire	Homo sapiens	1996
